crd_number,sec_number,name,other_names,registration_status,registration_begin_date,firm_size,firm_type,formed_state,formed_date,phone,finra_approved_registration_count,number_of_branches,branch_locations_count,disclosures_count,street,city,state,zip_code,country,latitude,longitude,matched_from_name,match_confidence,phase,scraped_at
28218,43514,"STIFEL INDEPENDENT ADVISORS, LLC","CENTURY SECURITIES ASSOCIATES INC|STIFEL INDEPENDENT ADVISORS, LLC|CENTURY SECURITIES ASSOCIATES, INC.",Approved,07/05/1991,Medium,Limited Liability Company,Missouri,05/24/2021,(314) 342-4051,1,69,1,4,ONE FINANCIAL PLAZA 501 NORTH BROADWAY,ST. LOUIS,MO,63102,UNITED STATES,,,"STIFEL INDEPENDENT ADVISORS, LLC",1.0,3,2026-04-02T01:49:07.150350
793,1447,"STIFEL, NICOLAUS & COMPANY, INCORPORATED","EATON PARTNERS|WASHINGTON CROSSING ADVISORS|TWP PRIVATE WEALTH MANAGEMENT|STIFEL, NICOLAUS & COMPANY, INCORPORATED|STIFEL NICOLAUS & CO INC INVESTMENT SERVICES|STIFEL CAPITAL ADVISORS",Approved,10/13/1936,Large,Corporation,Missouri,02/20/1900,314-342-2000,1,738,11,247,501 NORTH BROADWAY,ST. LOUIS,MO,63102,UNITED STATES,,,"STIFEL, NICOLAUS & COMPANY, INCORPORATED",1.0,3,2026-04-02T01:46:11.856613
133146,66688,"STILLPOINT CAPITAL, LLC","FIRST LEGACY GLOBAL MARKETS, LLC|STOCK SALE COMPLIANCE LLC|STILLPOINT CAPITAL, LLC|STILLPOINT CAPITAL PARTNERS|STILLPOINT CAPITAL MARKETS|STILLPOINT CAPITAL AFFILIATES",Approved,04/04/2005,Small,Limited Liability Company,Florida,04/19/2004,813-891-9100,1,2,1,0,4830 WEST KENNEDY BLVD,TAMPA,FL,33609,USA,,,"STILLPOINT CAPITAL, LLC",1.0,3,2026-04-02T01:53:39.862233
310576,70616,STIRLINGSHIRE INVESTMENTS,STIRLINGSHIRE BD LLC|STIRLINGSHIRE INVESTMENTS,Approved,06/08/2022,Small,Limited Liability Company,Delaware,08/14/2020,877-600-7026,1,1,1,1,15 W 38TH ST,NEW YORK CITY,NY,10018,UNITED STATES,,,STIRLINGSHIRE INVESTMENTS,1.0,3,2026-04-02T01:59:20.735730
32244,45650,STOCK SECURITIES LLC,STOCK SECURITIES LLC|SWORD SECURITIES LLC|SWORD SECURITIES CORPORATION,Approved,09/09/1993,Small,Limited Liability Company,Delaware,07/31/2013,203-595-4546,1,3,1,2,201 TRESSER BOULEVARD,STAMFORD,CT,06901-3435,UNITED STATES,,,STOCK SECURITIES LLC,1.0,3,2026-04-02T01:49:33.277104
37711,47899,STOCK TRADERS,"JOSLIN, JEFFREY ALEX|STOCK TRADERS",Approved,04/13/1995,Small,Sole Proprietorship,California,11/30/1994,714-375-1788,1,3,1,0,16152 BEACH BLVD.,HUNTINGTON BEACH,CA,92647-3815,UNITED STATES,,,STOCK TRADERS,1.0,3,2026-04-02T01:50:04.471126
164445,69100,STOCKKINGS CAPITAL LLC,"BRITANNICA CAPITAL PARTNERS, LLC|STOCKKINGS CAPITAL LLC",Approved,06/21/2013,Small,Limited Liability Company,New York,03/29/2012,212-763-5820,1,1,1,2,30 BROAD STREET,NEW YORK,NY,10004,USA,,,STOCKKINGS CAPITAL LLC,1.0,3,2026-04-02T01:56:36.582387
156170,68772,"STOCKPILE INVESTMENTS, INC.","STOCKPILE INVESTMENTS, INC.|STOCKPILE, INC.",Approved,12/12/2012,Small,Corporation,Delaware,12/10/2010,877-374-2584,1,2,1,1,679 TOLAND PLACE,SAN FRANCISCO,CA,94124,USA,,,"STOCKPILE INVESTMENTS, INC.",1.0,3,2026-04-02T01:56:10.762240
152341,68440,STONE KEY SECURITIES LLC,STONE KEY SECURITIES LLC,Approved,12/21/2010,Small,Limited Liability Company,Delaware,05/18/2009,(203) 930-3700,1,2,1,0,411 WEST PUTNAM AVENUE,GREENWICH,CT,06830,USA,,,STONE KEY SECURITIES LLC,1.0,3,2026-04-02T01:55:38.715092
328918,71190,STONEBRIDGE CAPITAL PARTNERS LLC,"ITINERANT-GPS US, LLC|STONEBRIDGE CAPITAL PARTNERS LLC",Approved,07/10/2024,Small,Limited Liability Company,Delaware,09/15/2023,949-422-7528,1,2,1,0,"201 SHIPYARD WAY, SUITE F",NEWPORT BEACH,CA,92663,UNITED STATES,,,STONEBRIDGE CAPITAL PARTNERS LLC,1.0,3,2026-04-02T02:00:42.647046
47659,51851,STONEBRIDGE SECURITIES LLC,"BASE CAPITAL SECURITIES, LLC|STONEBRIDGE SECURITIES, LLC.|STONEBRIDGE SECURITIES LLC",Approved,12/01/1999,Small,Limited Liability Company,Washington,03/19/1999,206-770-9700,1,2,1,0,330 112TH AVE. NE SUITE 300,BELLEVUE,WA,98004,UNITED STATES,,,STONEBRIDGE SECURITIES LLC,1.0,3,2026-04-02T01:51:28.963583
6376,17359,"STONEGATE CAPITAL MARKETS, INC.","SRG CAPITAL PARTNERS, LLC|STONEGATE SECURITIES, INC.|STONEGATE CAPITAL PARTNERS, INC.|STONEGATE CAPITAL MARKETS, INC.",Approved,12/19/1972,Small,Corporation,Texas,10/16/1972,214 987-4121,1,3,1,2,500 CRESCENT COURT,DALLAS,TX,75201,UNITED STATES,,,"STONEGATE CAPITAL MARKETS, INC.",1.0,3,2026-04-02T01:46:49.346860
118913,53699,"STONEHAVEN, LLC","STONEHAVEN, LLC",Approved,03/15/2002,Small,Limited Liability Company,Delaware,10/12/2001,917-349-7050,1,3,1,1,600 FIFTH AVENUE,NEW YORK,NY,10020,USA,,,"STONEHAVEN, LLC",1.0,3,2026-04-02T01:52:28.180159
45993,51269,STONEX FINANCIAL INC.,"INTERNATIONAL TRADER ASSOCIATION, INC.|STONEX FINANCIAL INC.|STONEX|INTLTRADER.COM, INC.|INTL TRADING, INC.|INTL FCSTONE SECURITIES INC.|INTL FCSTONE FINANCIAL INC.",Approved,03/22/1999,Large,Corporation,Florida,05/29/1998,407-741-5300,1,28,2,76,329 PARK AVENUE NORTH,WINTER PARK,FL,32789,UNITED STATES,,,STONEX FINANCIAL INC.,1.0,3,2026-04-02T01:51:14.825749
146667,67840,STONEX INTERNATIONAL SECURITIES INC.,"INTERCAM SECURITIES, INC.|STONEX INTERNATIONAL SECURITIES INC.",Approved,07/23/2008,Small,Corporation,Florida,09/19/2007,305-377-8008,1,2,1,0,1221 BRICKELL AVENUE,MIAMI,FL,33131,USA,,,STONEX INTERNATIONAL SECURITIES INC.,1.0,3,2026-04-02T01:54:56.438317
18456,36638,STONEX SECURITIES INC.,"C G MATON FINANCIAL SERVICES , INC.|STONEX WEALTH MANAGEMENT|STONEX SECURITIES INC.|STERNE AGEE FINANCIAL SERVICES, INC.|SOUTHEAST NETWORK EQUITIES GROUP, INC.|SAL FINANCIAL SERVICES, INC.|SA STONE WEALTH MANAGEMENT INC.|INVESTECH CAPITAL CORPORATION|CAPITAL GROWTH MANAGEMENT INC.",Approved,12/10/1986,Medium,Corporation,Delaware,01/22/2002,800-292-2411,1,309,1,13,2 PERIMETER PARK SOUTH,BIRMINGHAM,AL,35243,USA,,,STONEX SECURITIES INC.,1.0,3,2026-04-02T01:48:22.126947
35917,46961,STONINGTON CORPORATION,STONINGTON CORPORATION|STONINGTON PARTNERS GROUP,Approved,06/27/1995,Small,Corporation,New York,06/30/1993,6465411134,1,1,1,4,342 WEST 22ND STREET,NEW YORK,NY,10011,UNITED STATES,,,STONINGTON CORPORATION,1.0,3,2026-04-02T01:49:49.146692
287876,69914,STONINGTON DRIVE SECURITIES LLC,STONINGTON DRIVE SECURITIES LLC,Approved,08/21/2017,Small,Limited Liability Company,Delaware,01/23/2017,646-863-6431,1,2,1,0,51 JFK PARKWAY FIRST FLOOR WEST,SHORT HILLS,NJ,07078,UNITED STATES,,,STONINGTON DRIVE SECURITIES LLC,1.0,3,2026-04-02T01:58:01.198198
289456,69997,STORY3 ADVISORS LLC,SCOPE ADVISORS LLC|STORY3 ADVISORS LLC,Approved,12/14/2017,Small,Limited Liability Company,Delaware,04/05/2017,310 963-9361,1,2,1,0,15020 ALTATA DR,PACIFIC PALISADES,CA,90272,UNITED STATES,,,STORY3 ADVISORS LLC,1.0,3,2026-04-02T01:58:09.910880
127302,65979,"STOUT CAPITAL, LLC","STOUT CAPITAL, LLC|STOUT RISIUS ROSS ADVISORS, LLC",Approved,11/10/2003,Small,Limited Liability Company,Michigan,05/15/2003,248.208.8800,1,5,1,0,150 WEST SECOND STREET,ROYAL OAK,MI,48067,UNITED STATES,,,"STOUT CAPITAL, LLC",1.0,3,2026-04-02T01:53:01.637192
151152,68338,"STRATCAP SECURITIES, LLC","SC DISTRIBUTORS, LLC|STRATCAP SECURITIES, LLC",Approved,09/28/2010,Small,Limited Liability Company,Delaware,03/31/2009,657.383.9648,1,2,1,1,"30 ROCKEFELLER PLAZA, SUITE 2050",NEW YORK,NY,10112,USA,,,"STRATCAP SECURITIES, LLC",1.0,3,2026-04-02T01:55:33.572897
149326,68138,"STRATEGAS SECURITIES, LLC DBA STRATEGAS RESEARCH PARTNERS","STRATEGAS RESEARCH PARTNERS|STRATEGAS SECURITIES, LLC DBA STRATEGAS RESEARCH PARTNERS|STRATEGAS SECURITIES, LLC|STRATEGAS SECURITIES LLC|STRATEGAS RESEARCH PARTNERS, LLC",Approved,02/10/2010,Small,Limited Liability Company,New York,12/06/2007,6462927950,1,4,1,0,"52 VANDERBILT AVENUE, 19TH FLOOR",NEW YORK,NY,10017,UNITED STATES,,,"STRATEGAS SECURITIES, LLC DBA STRATEGAS RESEARCH PARTNERS",1.0,3,2026-04-02T01:55:19.528601
306089,70433,STRATHMORE GROUP LLC,STRATHMORE GROUP LLC,Approved,05/01/2020,Small,Limited Liability Company,Delaware,12/10/2018,(516) 455-5028,1,2,1,0,263 LITTLE PLAINS ROAD,SOUTHAMPTON,NY,11968-4946,UNITED STATES,,,STRATHMORE GROUP LLC,1.0,3,2026-04-02T01:59:02.131096
136093,66973,"STRAUS CAPITAL, LLC","STRAUS CAPITAL, LLC|STRAUS, JAMES ANDREW",Approved,11/28/2005,Small,Limited Liability Company,New Jersey,04/26/2005,609 799-0390,1,2,1,0,50 PRINCETON-HIGHTSTOWN ROAD,PRINCETON JUNCTION,NJ,08550,,,,"STRAUS CAPITAL, LLC",1.0,3,2026-04-02T01:53:54.265678
14593,17419,"STUART FRANKEL & CO., INCORPORATED","STUART FRANKEL & CO|STUART FRANKEL & CO., INCORPORATED",Approved,05/23/1985,Small,Corporation,New York,08/21/1987,212-943-8787,1,3,4,1,60 CUTTER MILL ROAD,GREAT NECK,NY,11021,UNITED STATES,,,"STUART FRANKEL & CO., INCORPORATED",1.0,3,2026-04-02T01:47:46.128795
44487,50721,"STUART PORTFOLIO CONSULTANTS, L.P.","STUART PORTFOLIO CONSULTANTS, L.P.",Approved,04/16/1998,Small,Partnership,Delaware,01/28/1998,212-360-7500,1,2,1,1,575 FIFTH AVENUE,NEW YORK,NY,10017,UNITED STATES,,,"STUART PORTFOLIO CONSULTANTS, L.P.",1.0,3,2026-04-02T01:51:04.385246
24583,41204,STURDIVANT & CO. INC,"LEGACY INVESTMENT ADVISORS|STURDIVANT & CO. INC.|STURDIVANT & CO. INC|STURDIVANT & CO INC|LEGACY INVESTMENT ADVISORS, LLC",Approved,10/03/1989,Small,Corporation,New Jersey,08/25/1988,(856) 751-1331,1,4,2,2,603 SHEPPARD ROAD,VOORHEES,NJ,08043,UNITED STATES,,,STURDIVANT & CO. INC,1.0,3,2026-04-02T01:48:49.145773
148491,68035,"STUYVESANT SQUARE ADVISORS, INC.","STUYVESANT SQUARE ADVISORS, INC.",Approved,06/09/2009,Small,Corporation,New York,04/28/2008,917-446-4940,1,3,1,0,30 OLD KINGS HIGHWAY SOUTH,DARIEN,CT,06820,USA,,,"STUYVESANT SQUARE ADVISORS, INC.",1.0,3,2026-04-02T01:55:12.033368
159283,68977,SUMMIT SECURITIES GROUP LLC,"CLEAR STREET MARKETS LLC|WHITE BAY PT LLC|SUMMIT SECURITIES GROUP, LLC|SUMMIT SECURITIES GROUP LLC|CLEAR STREET MARKETS, LLC",Approved,07/29/2024,Small,Limited Liability Company,Delaware,09/02/2011,646-532-6435,1,5,13,10,55 BROADWAY,NEW YORK,NY,10006,USA,,,SUMMIT SECURITIES GROUP LLC,1.0,3,2026-04-02T01:56:27.282053
285784,69859,"SUMMIT TRAIL SECURITIES, LLC","SUMMIT TRAIL SECURITIES, LLC",Approved,02/03/2017,Small,Limited Liability Company,Delaware,09/14/2016,212-812-7005,1,6,1,0,"2 GRAND CENTRAL TOWER, 140 E. 45TH STREET",NEW YORK,NY,10017,UNITED STATES,,,"SUMMIT TRAIL SECURITIES, LLC",1.0,3,2026-04-02T01:57:55.798311
146310,67809,"SUMO CAPITAL, LLC","SUMO CAPITAL, LLC|SUMO TRADING LLC|SUMO TRADING",Approved,07/30/2024,Small,Limited Liability Company,Illinois,01/10/2008,312-241-1622,1,2,5,22,425 S. FINANCIAL PLACE,CHICAGO,IL,60605,UNITED STATES,,,"SUMO CAPITAL, LLC",1.0,3,2026-04-02T01:54:54.610864
152437,68454,"SUMRIDGE PARTNERS, LLC","SUMRIDGE PARTNERS, A COMPANY OF RAYMOND JAMES|SUMRIDGE PARTNERS, LLC",Approved,08/20/2010,Small,Limited Liability Company,Delaware,09/29/2009,201-898-2525,1,9,1,0,111 TOWN SQUARE PLACE,JERSEY CITY,NJ,07310,USA,,,"SUMRIDGE PARTNERS, LLC",1.0,3,2026-04-02T01:55:40.206322
170062,69407,SUN LIFE INSTITUTIONAL DISTRIBUTORS (U.S.) LLC,BKUS CAPITAL LLC|SUN LIFE INSTITUTIONAL DISTRIBUTORS (U.S.) LLC|REALFUND CAPITAL LLC|EDGEMOOR PARTNERS LLC,Approved,10/07/2014,Small,Limited Liability Company,Delaware,10/11/2013,774-217-3429,1,8,1,0,96 WORCESTER STREET,WELLESLEY HILLS,MA,02481,USA,,,SUN LIFE INSTITUTIONAL DISTRIBUTORS (U.S.) LLC,1.0,3,2026-04-02T01:57:06.283229
123531,65595,SUN'S BROTHERS SECURITIES INC.,SUN'S BROTHERS SECURITIES INC.,Approved,03/21/2003,Small,Corporation,Hawaii,09/16/2002,808-538-0590,1,2,1,3,6770 HAWAII KAI DRIVE #209,HONOLULU,HI,96825,,,,SUN'S BROTHERS SECURITIES INC.,1.0,3,2026-04-02T01:52:46.202106
42180,49748,"SUNBELT SECURITIES, INC.","SUNBELT ADVISORY SERVICES, INC.|SUNBELT SECURITIES, INC.|SUNBELT SECURITIES",Approved,07/03/1997,Small,Corporation,Texas,10/20/1995,713-965-9510,1,25,1,2,2700 POST OAK BLVD,HOUSTON,TX,77056,UNITED STATES,,,"SUNBELT SECURITIES, INC.",1.0,3,2026-04-02T01:50:43.481593
158367,68894,"SUNDIAL GROUP, LLC","SUNDIAL GROUP, LLC",Approved,03/20/2012,Small,Limited Liability Company,Florida,04/27/2011,9549906209,1,2,1,0,200 EAST BROWARD BOULEVARD,FT. LAUDERDALE,FL,33301,USA,,,"SUNDIAL GROUP, LLC",1.0,3,2026-04-02T01:56:19.178790
3538,14148,"SUNSET FINANCIAL SERVICES, INC.","CHRISTOPHER HELLER|SUNSET FINANCIAL SERVICES, INC.|ROBERT MAKINEY|MICHAEL WALSH|KARIN RETTGER|JEFFREY GUNDERSON|DWAYNE KONICEK",Approved,12/10/1968,Small,Corporation,Washington,04/23/1964,816-753-7000,1,2,1,11,3520 BROADWAY,KANSAS CITY,MO,64111,UNITED STATES,,,"SUNSET FINANCIAL SERVICES, INC.",1.0,3,2026-04-02T01:46:35.245329
143211,67541,"SUNSTREET SECURITIES, LLC","SUNSTREET SECURITIES, LLC",Approved,07/24/2007,Small,Limited Liability Company,Arizona,01/04/2006,(800) 823-1822,1,10,1,0,10320 W. MCDOWELL RD,AVONDALE,AZ,85392,USA,,,"SUNSTREET SECURITIES, LLC",1.0,3,2026-04-02T01:54:32.941843
314554,70715,SUNTHAY GRX LLC,SUNTHAY GRX LLC,Approved,05/03/2022,Small,Limited Liability Company,New York,04/14/2021,646-939-4072,1,2,1,0,295 MADISON AVENUE,NEW YORK,NY,10017,UNITED STATES,,,SUNTHAY GRX LLC,1.0,3,2026-04-02T01:59:38.126802
104165,52618,"SUPERIOR FINANCIAL SERVICES,INC.","SUPERIOR FINANCIAL SERVICES, INC.|SUPERIOR FINANCIAL, INC|SUPERIOR FINANCIAL SERVICES,INC.",Approved,10/18/2000,Small,Corporation,Wisconsin,04/10/2000,262-677-9036,1,15,1,1,N168 W21931 MAIN STREET,JACKSON,WI,53037,USA,,,"SUPERIOR FINANCIAL SERVICES,INC.",1.0,3,2026-04-02T01:51:52.042279
300528,70315,SUPERVISION PARTNERS LLC,"COMPLIANCE FIRST BROKERAGE, LLC|SUPERVISION PARTNERS LLC|SUPERVISION BROKERAGE LLC",Approved,06/17/2020,Small,Limited Liability Company,New York,11/25/2015,2122575790,1,2,1,0,641 LEXINGTON AVENUE,NEW YORK,NY,10022,UNITED STATES,,,SUPERVISION PARTNERS LLC,1.0,3,2026-04-02T01:58:44.416541
45348,51046,SUPREME ALLIANCE LLC,"BMS INTERNATIONAL INCORPORATED|SUPREME ALLIANCE LLC|JONES, MICHAEL",Approved,10/05/1998,Small,Limited Liability Company,Delaware,03/04/1998,561-460-2870,1,20,1,5,14804 RESOLVES LANE,CHARLOTTE,NC,28277,USA,,,SUPREME ALLIANCE LLC,1.0,3,2026-04-02T01:51:10.643983
159173,68968,SURYA CAPITALE SECURITIES LLC,SURYA CAPITALE SECURITIES LLC,Approved,07/02/2012,Small,Limited Liability Company,Delaware,07/20/2010,212-482-3280,1,2,1,0,"55 WALL STREET, SUITE 530B",NEW YORK,NY,10005,,,,SURYA CAPITALE SECURITIES LLC,1.0,3,2026-04-02T01:56:25.771471
35865,44325,"SUSQUEHANNA FINANCIAL GROUP, LLLP","FOREST LANE SECURITIES, INC.|SUSQUEHANNA FINANCIAL GROUP, LLLP|SUSQUEHANNA FINANCIAL GROUP, L.P.|SUSQUEHANNA FINANCIAL GROUP, INC.",Approved,07/15/1994,Medium,Other Types of Legal Formation,Delaware,07/25/2002,800-825-9550,1,7,9,12,401 CITY AVE,BALA CYNWYD,PA,19004-1122,UNITED STATES,,,"SUSQUEHANNA FINANCIAL GROUP, LLLP",1.0,3,2026-04-02T01:49:47.972363
33875,37520,SUSQUEHANNA INVESTMENT GROUP,SUSQUEHANNA INVESTMENT GROUP,Approved,06/26/2024,Small,Partnership,Pennsylvania,05/01/1987,610-617-2600,1,3,9,42,401 CITY AVE. STE 220,BALA CYNWYD,PA,19004-1122,UNITED STATES,,,SUSQUEHANNA INVESTMENT GROUP,1.0,3,2026-04-02T01:49:37.456827
35874,47034,"SUSQUEHANNA SECURITIES, LLC","SUSQUEHANNA SECURITIES|SUSQUEHANNA SECURITIES, LLC",Approved,06/25/2024,Large,Limited Liability Company,Delaware,08/31/2019,610-617-2600,1,3,22,60,401 CITY AVE STE 220,BALA CYNWYD,PA,19004-1122,UNITED STATES,,,"SUSQUEHANNA SECURITIES, LLC",1.0,3,2026-04-02T01:49:48.263979
134742,66859,"SUTTER SECURITIES CLEARING, LLC","ECA SECURITIES, LLC|SUTTER SECURITIES CLEARING, LLC|FLASHFUNDERS SECURITIES, LLC|FLASHFUNDERS|FLASH FUNDERS SECURITIES, LLC|FINTECH CLEARING, LLC",Approved,08/23/2005,Small,Limited Liability Company,Delaware,01/03/2005,949-295-1580,1,2,1,0,6 VENTURE,IRVINE,CA,92618,USA,,,"SUTTER SECURITIES CLEARING, LLC",1.0,3,2026-04-02T01:53:48.241617
30770,45158,SUTTER SECURITIES INCORPORATED,"S & D SECURITIES, INC.|SUTTER SECURITIES, INC.|SUTTER SECURITIES INCORPORATED",Approved,12/07/1992,Small,Corporation,California,07/22/1992,415-352-6300,1,4,2,3,"6 VENTURE, SUITE 395",IRVINE,CA,92618,UNITED STATES,,,SUTTER SECURITIES INCORPORATED,1.0,3,2026-04-02T01:49:24.854187
133715,66764,"SWBC INVESTMENT SERVICES, LLC","SWBC INVESTMENT SERVICES, LLC|SWBC WEALTH MANAGEMENT",Approved,05/31/2005,Small,Limited Liability Company,Texas,08/02/2004,800-527-0066,1,6,1,1,"9311 SAN PEDRO, STE 600",SAN ANTONIO,TX,78216,USA,,,"SWBC INVESTMENT SERVICES, LLC",1.0,3,2026-04-02T01:53:43.731599
39978,48914,SWISS RE CAPITAL MARKETS CORPORATION,SWISS RE CAPITAL MARKETS CORPORATION,Approved,07/01/1996,Small,Corporation,Delaware,10/17/1995,212-317-5400,1,2,1,0,1301 AVENUE OF THE AMERICAS,NEW YORK,NY,10019,UNITED STATES,,,SWISS RE CAPITAL MARKETS CORPORATION,1.0,3,2026-04-02T01:50:25.177376
14143,30302,SYCAMORE FINANCIAL GROUP,"SMITH, GAYLOR, INC.|SYCAMORE FINANCIAL GROUP, INC.|SYCAMORE FINANCIAL GROUP",Approved,12/21/1983,Small,Corporation,Indiana,07/23/1983,765-455-1554,1,6,1,1,2713 ROCKFORD LANE,KOKOMO,IN,46902-4058,UNITED STATES,,,SYCAMORE FINANCIAL GROUP,1.0,3,2026-04-02T01:47:41.332983
739,13470,"SYMETRA SECURITIES, INC.","SAFECO SECURITIES, INC.|SYMETRA SECURITIES, INC.",Approved,10/18/1967,Medium,Corporation,Washington,08/24/1967,800-796-3872,1,3,1,3,"777 108TH AVE NE, SUITE 1200",BELLEVUE,WA,98004-5135,UNITED STATES,,,"SYMETRA SECURITIES, INC.",1.0,3,2026-04-02T01:46:10.965868
29037,44162,"SYNDICATED CAPITAL, INC.","SYNDICATED CAPITAL, INC.",Approved,09/29/1992,Small,Corporation,California,02/24/1986,(310)751-7098,1,16,1,5,21671 GATEWAY CENTER DRIVE,DIAMOND BAR,CA,91765,UNITED STATES,,,"SYNDICATED CAPITAL, INC.",1.0,3,2026-04-02T01:49:11.035551
128264,66114,"SYNERGY ADVISORS, LLC","SYNERGY ADVISORS GROUP, LLC|SYNERGY ADVISORS, LLC",Approved,11/24/2003,Small,Limited Liability Company,Delaware,07/31/2003,(310) 414-3200,1,2,1,0,880 APOLLO STREET,EL SEGUNDO,CA,90245,USA,,,"SYNERGY ADVISORS, LLC",1.0,3,2026-04-02T01:53:09.411519
47965,51971,"SYNERGY CAPITAL I, LLC","SYNERGY CAPITAL I, LLC|SYNERGY CAPITAL, INC.",Approved,03/22/2000,Small,Limited Liability Company,Delaware,10/26/2001,212-385-0537,1,3,1,0,40 FULTON STREET,NEW YORK,NY,10038,UNITED STATES,,,"SYNERGY CAPITAL I, LLC",1.0,3,2026-04-02T01:51:32.862166
14023,34709,"SYNOVUS SECURITIES, INC.","CALUMET FINANCIAL ASSOCIATES INC.|SYNOVUS SECURITIES, INC.|SYNOVUS FINANCIAL PLANNING SERVICES|CREATIVE FINANCIAL GROUP, A DIVISION OF SYNOVUS SECURITIES, INC.|CALUMET FINANCIAL ASSOCIATES, INC.",Approved,10/12/1983,Medium,Corporation,Georgia,06/27/1985,706-649-2327,1,105,1,12,33 W 14TH STREET,COLUMBUS,GA,31901,UNITED STATES,,,"SYNOVUS SECURITIES, INC.",1.0,3,2026-04-02T01:47:41.023647
169734,69386,"T. E. LAIRD SECURITIES, LLC","T. E. LAIRD SECURITIES, LLC",Approved,03/18/2015,Small,Limited Liability Company,Delaware,10/03/2013,612 770-8010,1,1,1,0,79 OTIS AVENUE,ST. PAUL,MN,55104,,,,"T. E. LAIRD SECURITIES, LLC",1.0,3,2026-04-02T01:57:03.935299
8348,25130,"T. ROWE PRICE INVESTMENT SERVICES, INC.","ROWE PRICE MARKETING, INC.|T. ROWE PRICE MARKETING, INC.|T. ROWE PRICE INVESTMENT SERVICES, INC.",Approved,12/30/1980,Large,Corporation,Maryland,06/10/1980,(410) 345-2000,1,34,1,4,1307 POINT STREET,BALTIMORE,MD,21231,UNITED STATES,,,"T. ROWE PRICE INVESTMENT SERVICES, INC.",1.0,3,2026-04-02T01:47:16.342593
10571,27519,"T.R. WINSTON & COMPANY, LLC","T.R. WINSTON & COMPANY, INC.|T.R. WINSTON & COMPANY, LLC",Approved,06/28/1982,Small,Limited Liability Company,Delaware,08/18/2003,(908) 234-0300,1,5,4,10,376 MAIN STREET,BEDMINSTER,NJ,07921-2613,UNITED STATES,,,"T.R. WINSTON & COMPANY, LLC",1.0,3,2026-04-02T01:47:23.557615
154431,68639,"T3 TRADING GROUP, LLC","T3 TRADING GROUP, LLC|TITUS SECURITIES, LLC",Approved,10/08/2019,Medium,Limited Liability Company,Delaware,06/08/2010,646-346-1700,1,5,1,3,88 PINE STREET,NEW YORK,NY,10005,USA,,,"T3 TRADING GROUP, LLC",1.0,3,2026-04-02T01:55:55.179373
318850,70927,TAG CAPITAL PARTNERS,TAG CAPITAL PARTNERS|TAG CAPITAL PARTNERS LLC,Approved,01/24/2023,Small,Limited Liability Company,New York,01/06/2022,212-993-7400,1,4,1,0,275 MADISON AVE,NEW YORK,NY,10016,UNITED STATES,,,TAG CAPITAL PARTNERS,1.0,3,2026-04-02T02:00:03.052171
1357,14485,"TAG WEALTH MANAGEMENT, LLC","DIAMOND BAY SECURITIES CORP.|TAG WEALTH MANAGEMENT, LLC|TAG WEALTH MANAGEMENT, INC|JOHN BURTON & CO., INC.",Approved,03/17/1969,Small,Limited Liability Company,Arizona,12/16/2011,623-792-9300,1,2,1,0,20815 N CAVE CREEK ROAD,PHOENIX,AZ,85024,UNITED STATES,,,"TAG WEALTH MANAGEMENT, LLC",1.0,3,2026-04-02T01:46:17.843437
29102,44118,"TAGLICH BROTHERS, INC.","MICHAEL N. TAGLICH, B/D|TAGLICH BROTHERS, INC.|TAGLICH BROTHERS, D'AMADEO, WAGNER & CO., INC.",Approved,01/30/1992,Small,Corporation,New York,11/25/1991,631-757-1500,1,3,1,9,37 MAIN STREET,COLD SPRING HARBOR,NY,11724,UNITED STATES,,,"TAGLICH BROTHERS, INC.",1.0,3,2026-04-02T01:49:12.250368
37819,48097,"TALCOTT RESOLUTION DISTRIBUTION COMPANY, INC.","HARTFORD SECURITIES DISTRIBUTION COMPANY, INC.|TALCOTT RESOLUTION DISTRIBUTION COMPANY, INC.",Approved,03/20/1995,Small,Corporation,Connecticut,08/24/1994,860-791-0000,1,2,1,2,ONE AMERICAN ROW,HARTFORD,CT,06103,UNITED STATES,,,"TALCOTT RESOLUTION DISTRIBUTION COMPANY, INC.",1.0,3,2026-04-02T01:50:05.958295
335474,71374,TALOS MARKETS LLC,TALOS MARKETS LLC,Approved,11/05/2025,Small,Limited Liability Company,Delaware,02/13/2025,(212) 479-8143,1,2,1,0,"300 PARK AVENUE SOUTH, FL 9",NEW YORK,NY,10010,UNITED STATES,,,TALOS MARKETS LLC,1.0,3,2026-04-02T02:01:08.849567
140546,67321,"TANDEM SECURITIES, INC.","TANDEM SECURITIES|TANDEM SECURITIES, INC.|TANDEM SECURITIES, INC",Approved,10/25/2006,Small,Corporation,Kansas,03/15/2006,785-266-8333,1,4,1,3,3706 SW TOPEKA BOULEVARD,TOPEKA,KS,66609,,,,"TANDEM SECURITIES, INC.",1.0,3,2026-04-02T01:54:19.438826
146999,67885,"TANGENT CAPITAL PARTNERS, LLC","TANGENT CAPITAL PARTNERS, LLC",Approved,09/24/2008,Small,Limited Liability Company,Delaware,11/07/2007,215-816-2800,1,3,1,2,14 WYNDHAM ROAD,SHORT HILLS,NJ,07078,USA,,,"TANGENT CAPITAL PARTNERS, LLC",1.0,3,2026-04-02T01:55:00.623886
